no,UTM_X,UTM_Y,latitude,longitude,name,ชื่อโรงแรม (อังกฤษ),อำเภอ,สถานที่ตั้ง,subDistrict,district,phone,website
60,783257.6518,1980769.6,17.89652793,101.6733621,โรงแรมสวีทโฮม,Sweet Home Hotel,เชียงคาน,480/2 หมู่ที่ 2 ,เชียงคาน,เชียงคาน,08 1964 2715,https://th-th.facebook.com/pages/category/Hotel-Resort/%E0%B8%AA%E0%B8%A7%E0%B8%B5%E0%B8%97%E0%B9%82%E0%B8%AE%E0%B8%A1%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B8%99-175117572692045/
61,780506.6165,1980226.043,17.89197481,101.6473456,โรงแรมสองอ้ายน้องเคียงโขง,Songeiynong Kengkong,เชียงคาน,47/6 หมู่ที่ 1,เชียงคาน,เชียงคาน,08 3351 0032,https://www.facebook.com/pages/category/Hotel/%E0%B8%AA%E0%B8%AD%E0%B8%87%E0%B8%AD%E0%B9%89%E0%B8%B2%E0%B8%A2%E0%B8%99%E0%B9%89%E0%B8%AD%E0%B8%87-%E0%B9%80%E0%B8%84%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B9%82%E0%B8%82%E0%B8%87-308934553177317/
62,781156.3426,1980570.917,17.89500524,101.653519,โรงแรมสุขสมบูรณ์,Suksomboon Hotel,เชียงคาน,243/3 หมู่ที่ 1 ถนนชายโขง ,เชียงคาน,เชียงคาน,0 4282 1064,http://suksomboonhotel.com
63,781294.4447,1979096.96,17.88167914,101.6546235,โรงแรมอยู่สบาย,U Sabai Hotel,เชียงคาน,10 หมู่ที่ 6 ถนนเลย - เชียงคาน ,เชียงคาน,เชียงคาน,09 5669 5308,https://www.facebook.com/%E0%B8%AD%E0%B8%A2%E0%B8%B9%E0%B9%88%E0%B8%AA%E0%B8%9A%E0%B8%B2%E0%B8%A2%E0%B8%A3%E0%B8%B5%E0%B8%AA%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%97-%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B8%99-361576794316064/
64,786201.0407,1981573.108,17.90339921,101.7012289,โรงแรมอุ่นรักริมโขงรีสอร์ท,Aun Rak Rim Khong Resort Chiangkhan,เชียงคาน,40/12 หมู่ที่ 4 ,เชียงคาน,เชียงคาน,0 4282 2484,https://th-th.facebook.com/aunrakrimkhong/
65,781278.4936,1980637.417,17.89558996,101.6546799,บ้านอุ่นรัก,Baanaunrak,เชียงคาน,328/1 หมู่ที่ 1 ถนนชายโขง ,เชียงคาน,เชียงคาน,08 6859 8550,https://www.facebook.com/Baanaunrakwalkingstreetchiangkhan
66,781752.2345,1980784.707,17.89685884,101.6591673,โรงแรมเฮือนสบายริมโขง,HUEAN Sbay Rim Khong,เชียงคาน,148/5 หมู่ที่ 1 ,เชียงคาน,เชียงคาน,08 1961 5882,https://www.facebook.com/HuanSabyRimKhong/
67,781758.619,1980789.878,17.8969047,101.6592282,ไทยมณี ริมโขง ,Thai Manee Guest House,เชียงคาน,374 หมู่ 2 ถนนชายโขง ,เชียงคาน,เชียงคาน,08 7778 0175,https://www.facebook.com/thaimanee.chiangkhan/
68,781767.4094,1980796.717,17.89696532,101.6593121,เชียงคาน ริเวอร์ วิว เกสท์เฮ้าส์,Chiangkhan River View Guest House,เชียงคาน,227 ถนนชายโขง ซอย 19 ,เชียงคาน,เชียงคาน,08 0741 8055,https://www.facebook.com/ChiangKhanRiverView/
69,781318.2063,1980647.827,17.89567884,101.6550558,เฮือนยายบับภา บูติค โฮเตล,Chiangkhan Nostalgia,เชียงคาน,350 หมู่ 1 ถนนชายโขง ซอย 3 ,เชียงคาน,เชียงคาน,08 3177 8114,https://www.facebook.com/%E0%B9%80%E0%B8%AE%E0%B8%B7%E0%B8%AD%E0%B8%99%E0%B8%A2%E0%B8%B2%E0%B8%A2%E0%B8%9A%E0%B8%B1%E0%B8%9A%E0%B8%A0%E0%B8%B2-%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B8%99-Chiangkhan-Nostalgia-187443008006366
70,781142.3451,1980539.549,17.89472382,101.6533828,บ้านก๋ง ริมโขง,BanKong RimKhong,เชียงคาน,294 หมู่ 1 ถนนชายโขง ,เชียงคาน,เชียงคาน,09 4262 9798,https://www.facebook.com/BanKong.ChiangKhan/
71,780883.4102,1980372.092,17.89324513,101.6509185,โรงแรมศรีเชียงคาน,Sri Chiang Khan Hotel,เชียงคาน,113 หมู่ 1 ถนนศรีเชียงคาน,เชียงคาน,เชียงคาน,0 4282 1000,
72,781320.9455,1980613.806,17.89537131,101.6550771,โรงแรมเชียงคานบุรี ,Chiangkhanburi Loei Hotel,เชียงคาน,343 หมู่ 1 ถนนศรีเชียงคาน ,เชียงคาน,เชียงคาน,08 2835 9194,https://www.facebook.com/%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B8%99%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5-Chiangkhanburi-Loei-1365968000117156/
73,781420.3892,1980687.875,17.89602728,101.6560248,สุเนต์ตา โฮสเทล ,Suneta Hostel Chiangkhan,เชียงคาน,166/1 ถนนชายโขง หมู่ 2 ,เชียงคาน,เชียงคาน,08 6999 9218,https://www.facebook.com/sunetahostel/
74,783048.8978,1977985.538,17.87141802,101.6710173,เชียงคาน เดอ เลย รีสอร์ท,Chiang Khan De Loei Resort,เชียงคาน,516/38 หมู่ 2 ,เชียงคาน,เชียงคาน,09 7030 0208,https://www.facebook.com/ChiangKhanDeLoeiResort/
75,781436.1305,1980618.111,17.89539536,101.6561639,จันทรา วาริน โฮมเทล,Chandra Varin Hometel,เชียงคาน,135 หมู่ 2 ,เชียงคาน,เชียงคาน,08 4391 5614,https://www.facebook.com/ChandraVarin1/
76,781834.0457,1980816.275,17.89713332,101.6599431,โรงแรมชิค เชียงคาน,Chic Chiangkhan Hotel,เชียงคาน,290 หมู่ 2,เชียงคาน,เชียงคาน,08 9900 9788,https://www.facebook.com/chicchiangkhanhotel/
77,781950.8916,1980364.849,17.89304236,101.6609842,ปาณิศา เกสท์เฮาส์,Panisa Guesthouse,เชียงคาน,91/14 ซอย 20 (บน) ,เชียงคาน,เชียงคาน,08 6032 4800,
78,780854.9871,1979910.489,17.88908096,101.6505885,เชียงคาน กรีนวิว รีสอร์ท,Chiangkhan Greenview Resort,เชียงคาน,94 หมู่ 1 ซอย 4,เชียงคาน,เชียงคาน,08 1749 8355,https://www.facebook.com/ChiangkhanGreenviewResort/
79,781571.4269,1980740.415,17.89648222,101.6574563,เดอะ รอยัล เชียงคาน บูทิค โฮเต็ล,The Royal Chiangkhan Boutique Hotel,เชียงคาน,195 หมู่ 2 ,เชียงคาน,เชียงคาน,08 9900 9788,https://www.facebook.com/theroyalchiangkhan
80,781713.8589,1980766.585,17.89670016,101.658803,โรงแรมวงศ์สายสิริ ศรีเชียงคาน,Wong Sai Siri Srichiangkhan Hotel,เชียงคาน,266 ถนนศรีเชียงคาน (ชายโขง) ซอย 18 ,เชียงคาน,เชียงคาน,08 1843 9708,https://www.facebook.com/Wongsaisiri/
81,781513.3339,1980705.061,17.89617049,101.6569037,จำเลยรัก,Remember Loei Love,เชียงคาน,186/2 หมู่ 2 ซอย 15 ล่าง ถนนชายโขง ,เชียงคาน,เชียงคาน,08 8572 7754,https://www.facebook.com/jamloeirak
82,781890.2498,1980657.374,17.89569137,101.6604517,แคปซูล โฮสเทล เชียงคาน,Capsule Hostel Chiangkhan,เชียงคาน,153 ซอย 20 ถนนศรีเชียงคาน ,เชียงคาน,เชียงคาน,08 7746 5335,https://www.facebook.com/capsule.hostel.chiangkhan/
83,780748.1367,1980348.399,17.89304857,101.6496396,บ้านต้นโขง,Tonkong Guesthouse ,เชียงคาน,62/1 ซอย 3-4 ถนนชายโขง ,เชียงคาน,เชียงคาน,08 9394 0839,https://www.facebook.com/TonKongGuestHouse/
84,780851.8314,1980388.276,17.8933953,101.6506229,มุ้ยฟัง เกสท์เฮาส์,Muiphang Guesthouse,เชียงคาน,93/3 หมู่ 1 ถนนชายโขง ,เชียงคาน,เชียงคาน,08 1871 3556,https://www.facebook.com/muiphangatchiangkhan
85,780936.0593,1980245.082,17.89209159,101.651398,โรงแรมบ้านเฮา,Ban Hao Guesthouse,เชียงคาน,101 หมู่ 1 ซอย 5 ถนนศรีเชียงคาน ,เชียงคาน,เชียงคาน,08 4896 8329,https://www.facebook.com/BANHAORUANPHAK/
86,781655.1072,1980577.024,17.89499619,101.6582234,เชียงคาน สไมล์ โฮมสเตย์,Chiangkhan Smile Homestay,เชียงคาน,77 หมู่ 2 ถนนศรีเชียงคาน ,เชียงคาน,เชียงคาน,08 6857 6633,https://www.facebook.com/%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B8%99%E0%B8%AA%E0%B9%84%E0%B8%A1%E0%B8%A5%E0%B9%8C-%E0%B9%82%E0%B8%AE%E0%B8%A1%E0%B8%AA%E0%B9%80%E0%B8%95%E0%B8%A2%E0%B9%8C-640570989378902/
87,781216.4603,1980559.932,17.89489833,101.6540845,มาเลยเด้ เกสต์เฮาส์,Maloeide Guesthouse,เชียงคาน,291/1 ซอย 9 ถนนศรีเชียงคาน,เชียงคาน,เชียงคาน,08 6404 4372,https://www.facebook.com/Maloeide/
88,780790.2807,1980342.534,17.8929902,101.6500363,ขอบใจนะ โฮมสเตย์,Khobjaina Homestay,เชียงคาน,66 หมู่ 1 ,เชียงคาน,เชียงคาน,08 0292 5757,https://m.facebook.com/KobjainaHomestay/?locale2=th_TH
89,782678.6512,1979210.909,17.88252961,101.6676915,เชียงคาน แกลอรี่ รีสอร์ท,Chiangkhan Gallery Resort,เชียงคาน,530/3 ถนนเชียงคาน-บ้านโพน ,เชียงคาน,เชียงคาน,09 1061 7576,https://www.facebook.com/CheiyngkhanKaelLexRiHillRisxrth/
90,781864.4333,1980632.873,17.89547348,101.660205,โรงแรม อยู่ เชียงคาน,U Chiangkhan,เชียงคาน,350 ซอย 20 ถนนศรีเชียงคาน,เชียงคาน,เชียงคาน,08 6600 7332,https://www.facebook.com/uchiangkhan/
91,781735.8704,1980752.082,17.89656638,101.6590086,โรงแรม อยู่ ชายโขง,U Chaikhong ,เชียงคาน,โรงแรมอยู่ ชายโขง ซอย 18 ถนนชายโขง,เชียงคาน,เชียงคาน,08 6600 7332,https://www.facebook.com/uchiangkhan/
92,775535.7538,1975538.668,17.85028255,101.5998517,เชียงโขงริเวอร์ไซด์รีสอร์ต,Chiang Klong Riverside Resort,เชียงคาน,222/2 หมู่ 3 ,เชียงคาน,เชียงคาน,08 6471 5545,https://www.facebook.com/chiangklongriversideresort/
93,781117.7712,1980520.002,17.89455049,101.6531485,บ้านเสี่ยวกัญ,BaanXiaokan,เชียงคาน,224 หมู่ 1 ,เชียงคาน,เชียงคาน,09 4562 9536,https://www.facebook.com/XiaokanyaHomestay/
94,781867.6613,1980685.619,17.8959493,101.6602425,บ้านใกล้โขง,Ban Glai Kong,เชียงคาน,297/2 ซอย 20 (ล่าง) ,เชียงคาน,เชียงคาน,08 0750 8120,https://www.facebook.com/banglaikong/
95,780993.1373,1980430.287,17.89375647,101.6519611,เฮือนคุ้มฮัก,Huan Kum Huk,เชียงคาน,149/1 หมู่ 1 ,เชียงคาน,เชียงคาน,09 4179 3622,https://www.facebook.com/Huankumhuk/
96,781216.443,1978947.247,17.8803374,101.6538678,เจเจ แอท เชียงคาน,JJ @ chiangkhan,เชียงคาน,7/1 หมู่ 6 ,เชียงคาน,เชียงคาน,08 0956 3924,https://m.facebook.com/juie8889/?locale2=th_TH
97,780089.2074,1980218.287,17.89195827,101.6434083,ริเวอร์ทรี รีสอร์ท,River Tree Resort,เชียงคาน,429 หมู่ 1,เชียงคาน,เชียงคาน,09 2797 1633,https://www.facebook.com/RiverTree-Resort-Chiangkhan-101180641843509/
98,781510.5662,1980713.362,17.89624579,101.6568787,วิทอะวิว @ เชียงคาน,With A View Hotel @ Chiangkhan,เชียงคาน,185 หมู่ 2 ถนนชายโขง ,เชียงคาน,เชียงคาน,09 1058 0185,https://www.facebook.com/withaviewhotel
99,780778.2439,1979808.132,17.88816662,101.6498511,สายทอง บูติก โฮเทล,Saythong boutique hotel,เชียงคาน,99/7 หมู่ 1 ถนนศรีเชียงคาน,เชียงคาน,เชียงคาน,0 4203 1042,https://www.facebook.com/Saythong-boutique-hotel-105976928296175/
100,781251.6599,1980612.6,17.89536934,101.6544235,ภู่เชียงคาน โฮสเทล,Phu Chiangkhan Hostel,เชียงคาน,299/3 ซอย 10 ,เชียงคาน,เชียงคาน,08 9981 3759,https://m.facebook.com/Phuchiangkhan/?locale2=th_TH
101,780816.2931,1980362.777,17.89316964,101.6502843,บ้านระเบียงโขง ,Ban Rabeang Kong,เชียงคาน,90 ซอย 4-5 ถนนชายโขง ,เชียงคาน,เชียงคาน,08 7952 5758,https://m.facebook.com/%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%9A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B9%82%E0%B8%82%E0%B8%87-%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B8%99-241943132548968/
102,781222.2148,1980595.415,17.89521796,101.6541435,บ้านระเบียงโขง 2,Ban Rabeang Kong2,เชียงคาน,291 ถนนศรีเชียงคาน ซอย 9,เชียงคาน,เชียงคาน,08 7952 5758,https://m.facebook.com/%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%9A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B9%82%E0%B8%82%E0%B8%87-%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B8%99-241943132548968/
103,781079.0313,1980495.824,17.89433717,101.6527799,บ้านริมโขง,Ban Rim Khong,เชียงคาน,191/1 ถนนชายโขง,เชียงคาน,เชียงคาน,08 7221 3430,https://www.facebook.com/bannrimkhong/
104,781626.0448,1980772.669,17.89676641,101.6579757,โรงแรมเชียงคานริเวอร์วอล์ค,Chiangkhan River Walk Hotel,เชียงคาน,204 ถนนชายโขง ,เชียงคาน,เชียงคาน,06 1971 6262,https://www.facebook.com/Chiangkhanriverwalk/
105,783084.3509,1980832.455,17.89711788,101.6717363,เชียงคาน บูติก โฮเต็ล ,Chiang Khan Boutique Hotel,เชียงคาน,404/9 หมู่ 2 ,เชียงคาน,เชียงคาน,08 6014 1535,https://www.facebook.com/%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B8%99%E0%B8%9A%E0%B8%B9%E0%B8%95%E0%B8%B4%E0%B8%84-Chiangkhan-boutique-Hotel-249863795059979/
106,780823.2303,1980371.555,17.893248,101.6503509,บ้านพัลลภา,Baan Phunlapa,เชียงคาน,89 ถนนชายโขง ,เชียงคาน,เชียงคาน,08 1311 9754,
107,781657.0952,1980767.415,17.89671497,101.6582678,ยายเสมือนโฮมสเตย์ @เชียงคาน ณ เลย,Banyaisamuan@Chaing Kan,เชียงคาน,4 ถนนชายโขง ,เชียงคาน,เชียงคาน,08 1872 3373,https://www.facebook.com/%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%9E%E0%B8%B1%E0%B8%81%E0%B8%A2%E0%B8%B2%E0%B8%A2%E0%B9%80%E0%B8%AA%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%AE%E0%B8%A1%E0%B9%80%E0%B8%AA%E0%B8%95%E0%B8%A2%E0%B9%8C-at-%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B8%99-1045124782239825/
108,780939.3249,1980362.056,17.89314732,101.6514444,พืชไทยเชียงคาน,PlantThai ChiangKhan,เชียงคาน,121 หมู่ 1 ซอย 5,เชียงคาน,เชียงคาน,08 4516 2012,https://www.facebook.com/plantthai.chiangkhan
109,780851.9985,1980393.636,17.89344368,101.6506252,มะลิแกลเลอรี,Mali Gallery,เชียงคาน,92/2 ถนนชายโขง ,เชียงคาน,เชียงคาน,08 1922 0423,https://www.facebook.com/maliigallery/
110,780843.5043,1980393.549,17.89344398,101.650545,เถ้าแก่ลาว,Tao Kae Lao,เชียงคาน,92 หมู่ 1 ,เชียงคาน,เชียงคาน,08 1311 9754,https://www.facebook.com/taokaelaochiangkhanloei/
111,783026.7605,1978528.212,17.87632063,101.6708818,บ้านเอเครีสอร์ท,Baan AK Resort,เชียงคาน,516/36 หมู่ 2 ,เชียงคาน,เชียงคาน,09 3342 0897,https://www.facebook.com/%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99-%E0%B9%80%E0%B8%AD%E0%B9%80%E0%B8%84-%E0%B8%A3%E0%B8%B5%E0%B8%AA%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%97-%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B8%99-190200031322848/
112,781169.3123,1980559.424,17.8948998,101.6536398,สองผัวเมีย เกสท์เฮาส์,SongPhuaMia Guesthouse,เชียงคาน,241 หมู่ 1 ถนนชายโขง ,เชียงคาน,เชียงคาน,06 3614 6995,https://www.facebook.com/SongPhuaMiaGroup
113,785867.1381,1982297.353,17.90998186,101.698179,เอนกายสบาย เชียงคาน โฮมสเตย์,Aenguy Sabey Chiangkhan Homestay,เชียงคาน,51 หมู่ 4 ,บ้านน้อย ,เชียงคาน,09 5703 8757,https://m.facebook.com/%E0%B9%82%E0%B8%AE%E0%B8%A1%E0%B8%AA%E0%B9%80%E0%B8%95%E0%B8%A2%E0%B9%8C-%E0%B9%80%E0%B8%AD%E0%B8%99%E0%B8%81%E0%B8%B2%E0%B8%A2-%E0%B8%AA%E0%B8%9A%E0%B8%B2%E0%B8%A2-%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B8%99-1506802582941635/
114,781477.8637,1980688.5,17.89602553,101.6565669,ทัยธารา เชียงคาน,Thaitara Chiangkhan,เชียงคาน,205 ​ซอย 14 ถนนศรีเชียงคาน ,เชียงคาน,เชียงคาน,08 3771 1193,https://www.facebook.com/RATCHADAPORNPUNCHAROEN/
115,780644.5774,1980324.824,17.892849,101.6486599,บ้านกอแก้ว เชียงคาน,Baan Kokaew Chiang Khan,เชียงคาน,44/1 ถนนชายโขง ,เชียงคาน,เชียงคาน,09 7216 3555,https://www.facebook.com/baankokaew/
116,786077.1837,1981949.178,17.90681082,101.7001123,เชียงคาน ซีวิว เกสท์เฮาส์,Chiangkhan See View Guest House,เชียงคาน,49/10 หมู่ 10 ,เชียงคาน,เชียงคาน,08 9944 5106,https://www.facebook.com/profile.php?id=100047288065994&refid=17&_ft_=mf_story_key.2527417087481340%3Atop_level_post_id.2527417087481340%3Atl_objid.2527417087481340%3Acontent_owner_id_new.1507625589460500%3Athrowback_story_fbid.2527417087481340%3Apage_id.1507625589460500%3Astory_location.4%3Astory_attachment_style.photo%3Aott.AX-BQvjd8c8Al79I%3Atds_flgs.3%3Athid.1507625589460500%3A306061129499414%3A2%3A0%3A1638345599%3A-2256442699523062597%3A%3A%3Apage_insights.%7B%221507625589460500%22%3A%7B%22page_id%22%3A1507625589460500%2C%22page_id_type%22%3A%22page%22%2C%22actor_id%22%3A1507625589460500%2C%22dm%22%3A%7B%22isShare%22%3A0%2C%22originalPostOwnerID%22%3A0%7D%2C%22psn%22%3A%22EntStatusCreationStory%22%2C%22post_context%22%3A%7B%22object_fbtype%22%3A266%2C%22publish_time%22%3A1566121866%2C%22story_name%22%3A%22EntStatusCreationStory%22%2C%22story_fbid%22%3A[2527417087481340]%7D%2C%22role%22%3A1%2C%22sl%22%3A4%2C%22targets%22%3A[%7B%22actor_id%22%3A1507625589460500%2C%22page_id%22%3A1507625589460500%2C%22post_id%22%3A2527417087481340%2C%22role%22%3A1%2C%22share_id%22%3A0%7D]%7D%7D
117,781471.5076,1980570.562,17.89496149,101.6564911,ชิล พิล โฮสเทล,Chill pill Hostel,เชียงคาน,127/6 ถนนศรีเชียงคาน ,เชียงคาน,เชียงคาน,09 9073 7388,https://www.facebook.com/Chill-Pill-Hostel-116461376416480/
118,783375.7045,1980873.214,17.89744814,101.6744894,บ้านพักหมอบิว,Baan Mhor Biw,เชียงคาน,483/1 หมู่ 1 ถนนศรีเชียงคาน ,เชียงคาน,เชียงคาน,08 8561 0140,https://www.facebook.com/bannmorbeau/
119,781070.3726,1980507.953,17.89444779,101.6526999,เดือนเต็มดวง บูติก โฮเต็ล,Deuntemduang Boutique Hotel,เชียงคาน,187 หมู่ 1 ,เชียงคาน,เชียงคาน,08 4601 1054,https://m.facebook.com/chiangkhanhome/?locale2=th_TH
