ที่,name,ประเภทร้านอาหาร 1,ประเภทร้านอาหาร 2,ประเภทร้านอาหาร 3,สินค้า บริการ,เปิด-ปิด,phone,โทรศัพท์ 2,โทรศัพท์ 3,website,FB,latitude,longtitude,UTM_X,UTM_Y,subDistrict,district
161,แมคเลย (กาแฟบ้านบ่อ),ร้านกาแฟ,,,เครื่องดื่ม,ทุกวัน 08:00 - 17:00 น.,09 1935 4926,09 1935 4962 ,,https://www.wongnai.com/restaurants/481813Yp-%E0%B9%81%E0%B8%A1%E0%B8%84%E0%B9%80%E0%B8%A5%E0%B8%A2-%E0%B9%81%E0%B8%A1%E0%B8%84%E0%B9%80%E0%B8%A5%E0%B8%A2-%E0%B9%81%E0%B8%A1%E0%B8%84%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%94%E0%B9%80%E0%B8%A1%E0%B8%B5%E0%B8%A2?_st=cD0wO2I9NDgxODEzO2FkPWZhbHNlO3Q9MTYzNzIzOTc2MDg1MDtyaT0xWDdhTDNFOGY4WHBMS1ZKY1hPTXE4NGRGQVBOSk07aT0xWDZ6b016akMyTksxRlBDQXcwdVZqdmxRcmFXOUE7d3JlZj1zcjs%3D,,17.53465866,101.0030811,712636.3329,1939823.368,แสงภา,นาแห้ว
162,แวะเลยโภชนา,ร้านอาหาร,,,อาหารตามสั่ง,ทุกวัน 08:00 - 18:00 น.,09 0721 5993,08 2478 2969 ,,https://www.wongnai.com/restaurants/1083219hV-%E0%B9%81%E0%B8%A7%E0%B8%B0%E0%B9%80%E0%B8%A5%E0%B8%A2%E0%B9%82%E0%B8%A0%E0%B8%8A%E0%B8%99%E0%B8%B2?_st=cD0zO2I9MTA4MzIxOTthZD1mYWxzZTt0PTE2MzcyMzk3NjA4NjA7cmk9MVg3YUwzRThhS1lEdTBqVWh6SmxQaVBGZjB0aGVXO2k9MVg2em9NempDMk5LMUZQQ0F3MHVWanZsUXJhVzlBO3dyZWY9c3I7,,17.49161837,100.9973871,712081.6787,1935053.045,แสงภา,นาแห้ว
163,ร้านขนมจีนยายหัด,ร้านอาหาร,,,ขนมจีน,ทุกวัน 08:00 – 15:00 น.,09 4115 6417,,,https://www.wongnai.com/restaurants/637480VO-%E0%B8%A2%E0%B8%B2%E0%B8%A2%E0%B8%AB%E0%B8%B1%E0%B8%94%E0%B8%82%E0%B8%99%E0%B8%A1%E0%B8%88%E0%B8%B5%E0%B8%99%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%A2%E0%B8%B2,,17.49045337,100.9963493,711972.8075,1934922.941,แสงภา,นาแห้ว
164,ครัวแม่สีฟ้า,ร้านอาหาร,,,อาหาร เครื่องดื่ม,ทุกวัน 08:00 – 21:00 น.,09 4936 6246,,,,https://www.facebook.com/%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B9%81%E0%B8%A1%E0%B9%88%E0%B8%AA%E0%B8%B5%E0%B8%9F%E0%B9%89%E0%B8%B2-106682944492762/,17.48431524,101.0699774,719800.7865,1934326.954,นาแห้ว ,นาแห้ว
165,แดนสยาม Cafe  ,ร้านคาเฟ่,,,เครื่องดื่ม ขนม,ทุกวัน 08:00 – 18:00 น.,08 7959 2976,08 0687 2081,,,https://www.facebook.com/DansiamCoffee/,17.47788589,101.0485489,717532.2434,1933590.709,นาแห้ว ,นาแห้ว
166,ไฮโซ-บ้านนอก,ร้านอาหาร,,,อาหาร เครื่องดื่ม,ศุกร์ - อาทิตย์ 10:00 - 16:00 น. ,09 3420 0927,06 4961 8531,,https://www.smethailandclub.com/entrepreneur-7067-id.html,https://www.facebook.com/%E0%B9%84%E0%B8%AE%E0%B9%82%E0%B8%8B-%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%AD%E0%B8%81-111577254365154/,18.144014,102.0220673,184889.9972,2008670.496,หาดคัมภีร์,ปากชม
167,ปลาเผาคกไผ่ ซุ้ม 3,ร้านอาหาร,,,อาหารอีสาน,ทุกวัน 06:00 - 18:00 น.,08 7065 4521,,,https://www.wongnai.com/restaurants/189534Nc-%E0%B8%9B%E0%B8%A5%E0%B8%B2%E0%B9%80%E0%B8%9C%E0%B8%B2%E0%B8%84%E0%B8%81%E0%B9%84%E0%B8%9C%E0%B9%88?_st=cD0xO2I9MTg5NTM0O2FkPWZhbHNlO3Q9MTYzNzI0NTcwMjE2MDtyaT0xWDdhTDNRQktvSmRoaHQwOVd1V1hvZldXRlNPNHk7aT0xWDZ6b05CbHFGZER3dmRPUEdoVUFFOUE4Mm95TUU7d3JlZj1zcjs%3D,https://www.facebook.com/%E0%B8%9B%E0%B8%A5%E0%B8%B2%E0%B9%80%E0%B8%9C%E0%B8%B2%E0%B8%84%E0%B8%81%E0%B9%84%E0%B8%9C%E0%B9%88-%E0%B8%8B%E0%B8%B8%E0%B9%89%E0%B8%A1-3-1726387977595175/,18.03996466,101.8582278,802613.3835,1996945.919,ปากชม,ปากชม
168,ก.เนื้อย่างเกาหลี,ร้านอาหาร,ร้านปิ้งย่าง,,อาหาร ปิ้งย่าง เครื่องดื่ม,ทุกวัน 10:00 - 23:30 น.,09 8589 7726 ,,,https://www.wongnai.com/restaurants/301740Qj-%E0%B8%81-%E0%B9%80%E0%B8%99%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%A2%E0%B9%88%E0%B8%B2%E0%B8%87,https://www.facebook.com/%E0%B8%81%E0%B9%80%E0%B8%99%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%A2%E0%B9%88%E0%B8%B2%E0%B8%87%E0%B9%80%E0%B8%81%E0%B8%B2%E0%B8%AB%E0%B8%A5%E0%B8%B5-1628568003827225/,18.023405982953467,101.87403,804316.0724,1995138.006,ปากชม,ปากชม
169,ไฉไล ณ ปากชม,ร้านอาหาร และบาร์ ,ร้านกาแฟ ชา,,อาหาร เครื่องดื่ม,ทุกวัน 09:00 - 22:30 น.,09 8589 7726,,,https://www.wongnai.com/restaurants/469059na-%E0%B9%84%E0%B8%89%E0%B9%84%E0%B8%A5-%E0%B8%93-%E0%B8%9B%E0%B8%B2%E0%B8%81%E0%B8%8A%E0%B8%A1?_st=cD03O2I9NDY5MDU5O2FkPWZhbHNlO3Q9MTYzNzI0NTcwMjE2NTtyaT0xWDdhTDNRQk9JWWp5SWo5VzhFdVRVaDJ2Z1RicmI7aT0xWDZ6b05CbHFGZER3dmRPUEdoVUFFOUE4Mm95TUU7d3JlZj1zcjs%3D,https://www.facebook.com/%E0%B9%84%E0%B8%89%E0%B9%84%E0%B8%A5-327249168027449/,18.02269542,101.8748951,804408.9578,1995060.735,ปากชม,ปากชม
170,Chom Ploen ชมเพลิน ณ ปากชม,ร้านกาแฟ ชา,,,กาแฟสด เครื่องดื่ม เบเกอรี่ ผลักสลัด,ทุกวัน 09:00 - 19:00 น.,09 5868 9033,06 5575 1089,,https://www.wongnai.com/restaurants/696635xZ-%E0%B8%8A%E0%B8%A1%E0%B9%80%E0%B8%9E%E0%B8%A5%E0%B8%B4%E0%B8%99-%E0%B8%93-%E0%B8%9B%E0%B8%B2%E0%B8%81%E0%B8%8A%E0%B8%A1?_st=cD0yO2I9Njk2NjM1O2FkPWZhbHNlO3Q9MTYzNzI0OTYwODE0NDtyaT0xWDdhTDNZNkFid3pXWVBXb3VTUVVnbGVQaEJLQTE7aT0xWDZ6b05KZ2pMMnlYVVV4VHVHM1E3aGZuQzVBcXo7d3JlZj1zcjs%3D,https://www.facebook.com/Chom-Ploen-%E0%B8%8A%E0%B8%A1%E0%B9%80%E0%B8%9E%E0%B8%A5%E0%B8%B4%E0%B8%99-%E0%B8%93-%E0%B8%9B%E0%B8%B2%E0%B8%81%E0%B8%8A%E0%B8%A1-100864654602143/,18.02532801,101.8898596,805990.0204,1995376.998,ปากชม,ปากชม
171,ครัวกันเอง ยายวับ,ร้านอาหารอีสาน,,,ส้มตำ ปลาเผา และอาหารอีสานอื่น ๆ,ทุกวัน 10:00 - 21:00 น.,09 5258 9036,,,https://retty.co.th/area/PRO53/ARE650/,,18.03813925,101.8580117,802593.6194,1996743.404,ปากชม,ปากชม
172,ป. ปลาเป็น,ร้านอาหาร,,,อาหารตามสัง,ทุกวัน 09:00 – 17:00 น.,08 1051 6325 ,,,https://www.wongnai.com/restaurants/160035aQ-%E0%B8%9B-%E0%B8%9B%E0%B8%A5%E0%B8%B2%E0%B9%80%E0%B8%9B%E0%B9%87%E0%B8%99,,17.30262796,101.7954984,797177.909,1915191.171,ศรีสงคราม,วังสะพุง
173,คำหวาน HOME CAFE ,ร้านคาเฟ่,,,เครื่องดื่ม เค้ก,ทุกวัน 10:00 - 18:00 น.,08 6326 3545 ,09 9007 5129,,https://www.wongnai.com/restaurants/362675Ph-%E0%B8%84%E0%B8%B3%E0%B8%AB%E0%B8%A7%E0%B8%B2%E0%B8%99-home-cafe,,17.29252097,101.7605561,793476.992,1914018.333,วังสะพุง,วังสะพุง
174,ร้านก๋วยเตี๋ยวนิด,ร้านก๋วยเตี๋ยว,,,ก๋วยเตี๋ยว เครื่องดื่ม,ทุกวัน 08:00 - 16:00 น.,06 2945 8951 ,09 2943 3454,,https://www.wongnai.com/restaurants/93453CY-%E0%B8%81%E0%B9%8B%E0%B8%A7%E0%B8%A2%E0%B9%80%E0%B8%95%E0%B8%B5%E0%B9%8B%E0%B8%A2%E0%B8%A7%E0%B8%99%E0%B8%B4%E0%B8%94?_st=cD0xMTtiPTkzNDUzO2FkPWZhbHNlO3Q9MTYzNzE0NTcyNjM5MztyaT0xWDdhTDA5WGNxR3ZOZlh0aHAxSU1MNnZvbjk0eEE7aT0xWDZ6b0p2ODZtdk45bVJjR04zN3pXMVVGRFVYYmo7d3JlZj1pcGhvbmU7,https://www.facebook.com/maronggonggang16/,17.31103678,101.773811,794857.5,1916088.955,ศรีสงคราม,วังสะพุง
175,ครัวเคียงผา ,ร้านอาหารอีสาน ,,,อาหารตามสั่ง,ทุกวัน 	09:00 - 15:00 น.,08 2684 9932 ,,,https://www.wongnai.com/restaurants/159924Kv-%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B9%80%E0%B8%84%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%9C%E0%B8%B2?_st=cD02O2I9MTU5OTI0O2FkPWZhbHNlO3Q9MTYzNzE1MzgwNTAxODtyaT0xWDdhTDBQdW9wVnJPOFN4bDF2OW1lMmdvRjFDUng7aT0xWDZ6b0tCVkRVUWd4dEZsMmRQaVdCZ3RYU01aT3U7d3JlZj1zcjs%3D,https://www.facebook.com/PunnatBunboribunsuk,17.33229782,101.6751312,784328.599,1918294.531,เขาหลวง,วังสะพุง
176,บาร์ลับหลังโรง ,ร้านเครื่องดื่ม,,,กาแฟ,ทุกวัน 08:00 - 18:00 น.,06 3592 5197,06 1196 5597 ,,https://www.wongnai.com/restaurants/979371ys-%E0%B8%9A%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%A5%E0%B8%B1%E0%B8%9A%E0%B8%AB%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B9%82%E0%B8%A3%E0%B8%87?_st=cD0wO2I9OTc5MzcxO2FkPWZhbHNlO3Q9MTYzNzIwMzEzNjYwOTtyaT0xWDdhTDIxdTdtVFJpZ1BsVW15TDljTVhldkpQdFY7aT0xWDZ6b0xuVWs3MnlNUVZ5eWF5aWtxY2E3YVN3RWU7d3JlZj1zcjs%3D,https://www.facebook.com/BARLUBLANGRONG/,17.30716958,101.7631397,793728.546,1915644.387,วังสะพุง,วังสะพุง
177,ฮ่องเต้เนื้อย่างเกาหลี,ร้านอาหาร,,,หมูกระทะ,ทุกวัน 14:00 – 22:00 น.,0 4284 2400,08 8311 9488,,https://www.wongnai.com/restaurants/125761FC-%E0%B8%AE%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%95%E0%B9%89%E0%B9%80%E0%B8%99%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%A2%E0%B9%88%E0%B8%B2%E0%B8%87%E0%B9%80%E0%B8%81%E0%B8%B2%E0%B8%AB%E0%B8%A5%E0%B8%B5,https://www.facebook.com/HongtaeLoei/,17.30824817,101.76501,793925.777,1915766.682,วังสะพุง,วังสะพุง
178,White In Cafe ,ร้านคาเฟ่,,,เครื่องดื่ม เค้ก,พฤหัสบดี - อาทิตย์ 10:00 - 16:00 น.,08 2062 1616 ,09 9445 3645,,https://www.wongnai.com/restaurants/819321Mk-white-in-cafe,https://m.facebook.com/White-In-109674651169728/,17.29872217,101.7710478,794583.213,1914721.054,วังสะพุง,วังสะพุง
179,หน้าวัง ,ร้านอาหาร,,,อาหารตามสั่ง,ทุกวัน 10:00 - 22:00 น.,0 4284 1418 ,,,https://www.wongnai.com/restaurants/93450DZ-%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%B1%E0%B8%87,https://www.facebook.com/people/%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%B1%E0%B8%87-%E0%B8%A7%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%9E%E0%B8%B8%E0%B8%87/100009186885118,17.32266541,101.7601731,793388.372,1917355.787,วังสะพุง,วังสะพุง
180,Daddy's Girl Cafe,ร้านคาเฟ่,,,เครื่องดื่ม เค้ก,ทุกวัน 10:30 - 19:00 น.,09 5853 0557 ,09 8398 0157,,https://www.wongnai.com/restaurants/596685bI-daddy-s-girl-cafe,https://www.facebook.com/Daddys-Girl-Cafe-101447505068746/,17.30466221,101.7758538,795084.972,1915386.194,ศรีสงคราม,วังสะพุง
181,ชื่นใจก๋อกาแฟสด @วังสะพุง,ร้านเครื่องดื่ม,,,เครื่องดื่ม,ทุกวัน 08:30 – 17:30 น.,09 4346 5195,,,https://th.worldorgs.com/%E0%B9%81%E0%B8%84%E0%B8%95%E0%B8%95%E0%B8%B2%E0%B8%A5%E0%B9%87%E0%B8%AD%E0%B8%81/%E0%B8%AD%E0%B8%B3%E0%B9%80%E0%B8%A0%E0%B8%AD%E0%B8%A7%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%9E%E0%B8%B8%E0%B8%87/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%AB%E0%B8%A7%E0%B8%B2%E0%B8%99/%E0%B8%8A%E0%B8%B7%E0%B9%88%E0%B8%99%E0%B9%83%E0%B8%88%E0%B8%81%E0%B9%8B%E0%B8%AD%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B8%AA%E0%B8%94-%E0%B8%A7%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%9E%E0%B8%B8%E0%B8%87,,17.29955579,101.7615047,793566.728,1914798.779,วังสะพุง,วังสะพุง
182,ร้านส้มตำ จันทร์ศรี,ร้านอาหาร,,,ส้มตำ,ทุกวัน 08:00 – 15:30 น.,08 2835 1787,08 2954 4244 ,,https://www.wongnai.com/restaurants/363845YH-%E0%B9%81%E0%B8%8B%E0%B9%88%E0%B8%9A%E0%B8%9B%E0%B8%B2%E0%B8%81%E0%B9%82%E0%B8%9B-by-%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%84%E0%B8%B8%E0%B8%93%E0%B8%99%E0%B8%B2%E0%B8%87-%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%B2%E0%B8%AB%E0%B8%A5%E0%B8%B1%E0%B8%81%E0%B8%8B%E0%B8%AD%E0%B8%A28,,17.2993475,101.7616431,793581.781,1914775.925,วังสะพุง,วังสะพุง
183,กีกี้เนื้อย่างเกาหลี,ร้านอาหาร,,,ปิ้งย่าง,ทุกวัน 10:00 – 22:00 น.,09 5507 1556,,,,https://www.facebook.com/%E0%B8%81%E0%B8%B5%E0%B8%81%E0%B8%B5%E0%B9%89%E0%B9%80%E0%B8%99%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%A2%E0%B9%88%E0%B8%B2%E0%B8%87%E0%B9%80%E0%B8%81%E0%B8%B2%E0%B8%AB%E0%B8%A5%E0%B8%B5-%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B23-%E0%B8%A7%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%9E%E0%B8%B8%E0%B8%87-339759026652523/,17.28256939,101.7588231,793308.42,1912913.708,วังสะพุง,วังสะพุง
184,คำหวาน รวมเส้น,ร้านอาหาร,,,อาหารตามสั่ง,ทุกวัน 08:00 – 17:30 น.,06 2501 2773,,,,https://www.facebook.com/pages/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%B3%E0%B8%AB%E0%B8%A7%E0%B8%B2%E0%B8%99%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%80%E0%B8%AA%E0%B9%89%E0%B8%99/2565838343426994/,17.28194248,101.7586471,793290.684,1912844.019,วังสะพุง,วังสะพุง
185,ยกครกชาววัง,ร้านอาหาร,,,ส้มตำ ไก่ย่าง,ทุกวัน 11:00 – 17:00 น. หยุดวันจันทร์,08 6241 5810,,,,https://www.facebook.com/Anintita.Warinporn/,17.28265519,101.7583799,793261.13,1912922.534,วังสะพุง,วังสะพุง
186,สวนอาหารทานตะวัน,ร้านอาหาร,,,อาหารตามสั่ง,ทุกวัน 09:00 – 21:00 น.,08 7220 7539,,,https://www.travel2guide.com/%E0%B8%AA%E0%B8%A7%E0%B8%99%E0%B8%AD%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%97%E0%B8%B2%E0%B8%99%E0%B8%95%E0%B8%B0%E0%B8%A7%E0%B8%B1%E0%B8%99%20%E0%B8%88.%E0%B9%80%E0%B8%A5%E0%B8%A2.html,https://www.facebook.com/%E0%B8%AA%E0%B8%A7%E0%B8%99%E0%B8%AD%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%97%E0%B8%B2%E0%B8%99%E0%B8%95%E0%B8%B0%E0%B8%A7%E0%B8%B1%E0%B8%99-Tantawangardenfood-130620393785590/,17.27929488,101.7580831,793234.877,1912549.98,วังสะพุง,วังสะพุง
187,แม่น้ำหวานลาบก้อย ,ร้านอาหารอีสาน,,,ลาบ ส้มตำ น้ำตก,ทุกวัน 09:00 – 18:00 น. หยุดวันอาทิตย์,08 9940 8539 ,,,https://www.wongnai.com/restaurants/154306dT-%E0%B9%81%E0%B8%A1%E0%B9%88%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%A7%E0%B8%B2%E0%B8%99%E0%B8%A5%E0%B8%B2%E0%B8%9A%E0%B8%81%E0%B9%89%E0%B8%AD%E0%B8%A2,,17.27647952,101.7572446,793150.138,1912236.946,วังสะพุง,วังสะพุง
188,ร้านอาหารกลุ่มแม่บ้านหนองบัวทอง,ร้านอาหาร,อาหารอีสาน ,,ส้มตำ,ทุกวัน 10:00 - 16:00 น.,08 1052 2363,,,https://www.wongnai.com/restaurants/596732TG-%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AD%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%81%E0%B8%A5%E0%B8%B8%E0%B9%88%E0%B8%A1%E0%B9%81%E0%B8%A1%E0%B9%88%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B8%9A%E0%B8%B1%E0%B8%A7%E0%B8%97%E0%B8%AD%E0%B8%87?_st=cD0zO2I9NTk2NzMyO2FkPWZhbHNlO3Q9MTYzNzIxMDc2MjYwNDtyaT0xWDdhTDJITVdOTE9ldnd6SFdzRmhjZ0ltT3AydUc7aT0xWDZ6b00yd3pxV0QwR0txWElBUkhHeTZaWjNIYWc7d3JlZj1zcjs%3D,https://www.facebook.com/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AD%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%81%E0%B8%A5%E0%B8%B8%E0%B9%88%E0%B8%A1%E0%B9%81%E0%B8%A1%E0%B9%88%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B8%9A%E0%B8%B1%E0%B8%A7%E0%B8%97%E0%B8%AD%E0%B8%87-403456586761718/,17.27453922,101.7578866,793221.505,1912023.066,วังสะพุง,วังสะพุง
189,เคหวะชาบู วังสะพุง,ร้านอาหาร,,,ชาบู,ทุกวัน 12:00 - 21:00 น.,08 3334 6625 ,09 3319 9430,,https://www.wongnai.com/restaurants/475379Ah-%E0%B9%80%E0%B8%84%E0%B8%AB%E0%B8%A7%E0%B8%B0%E0%B8%8A%E0%B8%B2%E0%B8%9A%E0%B8%B9-%E0%B8%A7%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%9E%E0%B8%B8%E0%B8%87?_st=cD00O2I9NDc1Mzc5O2FkPWZhbHNlO3Q9MTYzNzIxMDc2MjYwNjtyaT0xWDdhTDJITVNvaHhzTkFjNkw0UDN2U25XUDNKWkE7aT0xWDZ6b00yd3pxV0QwR0txWElBUkhHeTZaWjNIYWc7d3JlZj1zcjs%3D,https://www.facebook.com/%E0%B9%80%E0%B8%84%E0%B8%AB%E0%B8%A7%E0%B8%B0%E0%B8%8A%E0%B8%B2%E0%B8%9A%E0%B8%B9-%E0%B8%A7%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%9E%E0%B8%B8%E0%B8%87-122255315833161/,17.30135859,101.7810734,795645.484,1915028.379,ศรีสงคราม,วังสะพุง
190,ด่านเฮงลี้ ,ร้านข้าวต้ม,,,อาหารตามสั่ง,ทุกวัน 15:30 – 23:00 น.,08 1799 2256,,,https://www.wongnai.com/restaurants/93531uX-%E0%B8%94%E0%B9%88%E0%B8%B2%E0%B8%99%E0%B9%80%E0%B8%AE%E0%B8%87%E0%B8%A5%E0%B8%B5%E0%B9%89,,17.30103727,101.7794535,795473.673,1914990.307,ศรีสงคราม,วังสะพุง
191,A Little House Cafe Bakery Homemade,ร้านกาแฟ/ชา,เบเกอรี/เค้ก,,กาแฟ เบเกอรี่,ทุกวัน 10:00 - 17:00 น. หยุดวันอาทิตย์ ,09 1879 2190 ,,,https://www.wongnai.com/restaurants/303236Hy-a-little-house-caf%C3%A9,https://web.facebook.com/alittlehousecafe/?_rdc=1&_rdr,17.30116106,101.7878031,796361.672,1915016.859,ศรีสงคราม,วังสะพุง
192,Melody Coffee,ร้านคาเฟ่,,,เครื่องดื่ม,ทุกวัน 09:00 - 22:00 น.,0 4281 0567,,,https://www.wongnai.com/restaurants/349260Pc-melody-coffee,https://web.facebook.com/melodycoffeeloei88/?_rdc=1&_rdr,17.29892335,101.7623781,793660.644,1914730.078,วังสะพุง,วังสะพุง
193,ก๋วยเตี๋ยวนิด,ร้านก๋วยเตี๋ยว,ร้านกาแฟ/ชา,,ก๋วยเตี๋ยว เครื่องดื่ม,ทุกวัน 08:00 - 16:00 น.,06 2945 8951,09 2943 3454,,https://www.wongnai.com/restaurants/93453CY-%E0%B8%81%E0%B9%8B%E0%B8%A7%E0%B8%A2%E0%B9%80%E0%B8%95%E0%B8%B5%E0%B9%8B%E0%B8%A2%E0%B8%A7%E0%B8%99%E0%B8%B4%E0%B8%94,https://web.facebook.com/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%81%E0%B9%8B%E0%B8%A7%E0%B8%A2%E0%B9%80%E0%B8%95%E0%B8%B5%E0%B9%8B%E0%B8%A2%E0%B8%A7%E0%B8%99%E0%B8%B4%E0%B8%94-1501898723420277/,17.31103803,101.7738103,794857.417,1916089.091,ศรีสงคราม,วังสะพุง
194,ตำเลย ณ ป่าเป้า,ร้านอาหารอีสาน,,,อาหาร,ทุกวัน 10:00 - 16:00 น.,08 7220 0042,,,https://www.wongnai.com/restaurants/577933ys-%E0%B8%95%E0%B8%B3%E0%B9%80%E0%B8%A5%E0%B8%A2-%E0%B8%93-%E0%B8%9B%E0%B9%88%E0%B8%B2%E0%B9%80%E0%B8%9B%E0%B9%89%E0%B8%B2,https://web.facebook.com/pages/category/Restaurant/%E0%B8%95%E0%B8%B3%E0%B9%80%E0%B8%A5%E0%B8%A2-%E0%B8%93-%E0%B8%9B%E0%B9%88%E0%B8%B2%E0%B9%80%E0%B8%9B%E0%B9%89%E0%B8%B2-836844443182524/?_rdc=1&_rdr,17.34300924,101.7540779,792707.793,1919599.255,ปากปวน,วังสะพุง
195,เย็นตาโฟ แซบนัว นครปฐม,ร้านอาหารจานเดียว,,,อาหารตามสัง,ทุกวัน 07:00 - 18:00 น.,08 5129 5659,,,https://www.wongnai.com/restaurants/576827rY-%E0%B9%80%E0%B8%A2%E0%B9%87%E0%B8%99%E0%B8%95%E0%B8%B2%E0%B9%82%E0%B8%9F-%E0%B9%81%E0%B8%8B%E0%B8%9A%E0%B8%99%E0%B8%B1%E0%B8%A7-%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%9B%E0%B8%90%E0%B8%A1,,17.34567483,101.753937,792688.572,1919894.213,ปากปวน,วังสะพุง
196,เถ้าแก่คอฟฟี่เฮาส์,ร้านเครื่องดื่ม,,,เครื่องดื่ม,ทุกวัน 09:00 – 18:00 น.,08 3338 1117,08 8914 6536,,https://www.wongnai.com/restaurants/878485hl-%E0%B9%80%E0%B8%96%E0%B9%89%E0%B8%B2%E0%B9%81%E0%B8%81%E0%B9%88%E0%B8%84%E0%B8%AD%E0%B8%9F%E0%B8%9F%E0%B8%B5%E0%B9%88%E0%B9%80%E0%B8%AE%E0%B9%89%E0%B8%B2%E0%B8%AA%E0%B9%8C,https://www.facebook.com/taokaehouse/,17.18268931,101.8238446,800387.49,1901953.273,โคกขมิ้น ,วังสะพุง
197,ชายคากาแฟ @ เลย,ร้านกาแฟ,,,เครื่องดื่ม,ทุกวัน 08:00 – 17:00 น. ,08 7773 3322,08 1380 1577 ,,,https://www.facebook.com/%E0%B8%8A%E0%B8%B2%E0%B8%A2%E0%B8%84%E0%B8%B2%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F-%E0%B9%80%E0%B8%A5%E0%B8%A2-2001012073278232/,17.16342117,101.9119889,809802.537,1899958.273,โคกขมิ้น ,วังสะพุง
198,Green Space Loei,ร้านอาหารจานเดียว,ร้านกาแฟ/ชา,,อาหารตามสั่ง เครื่องดื่ม,ทุกวัน 08:00 - 17:00 น. หยุดวันพุธ,09 8605 2636,08 3684 3708,,https://www.wongnai.com/restaurants/474474eo-green-space-loei,https://web.facebook.com/pages/category/Coffee-Shop/Green-space-loei-102594221213720/?_rdc=1&_rdr,17.1442779,101.8523513,803484.514,1897744.003,โคกขมิ้น ,วังสะพุง